#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1992-10-01 to 2022-10-01
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 526: Hogg Pass, OR
#	SNOTEL 733: Santiam Jct., OR
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 1992-10-01 to 2022-10-01
#
# As of: Oct 6, 2022 2:33:27 PM GMT-08:00
#
Station Name,Year,Day,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Hogg Pass,1998,20,21.0,29.2,35.5,35.8,17.2,0.0,0.0,0.0,0.0,0.0,2.5,20.1
Hogg Pass,1998,21,21.2,30.0,35.4,35.1,16.7,0.0,0.0,0.0,0.0,0.0,2.5,20.0
Hogg Pass,1998,22,21.9,32.2,36.0,34.2,16.2,0.0,0.0,0.0,0.0,0.0,5.5,20.3
Hogg Pass,1998,23,22.3,32.6,35.1,33.4,15.1,0.0,0.0,0.0,0.0,0.0,6.7,20.3
Hogg Pass,1998,24,22.4,32.7,34.3,33.1,14.2,0.0,0.0,0.0,0.0,0.0,8.2,20.5
Hogg Pass,1998,25,23.2,32.7,33.7,32.8,13.8,0.0,0.0,0.0,0.0,0.0,9.3,21.9
Hogg Pass,1998,26,23.4,33.2,33.8,32.7,13.8,0.0,0.0,0.0,0.0,0.0,9.9,23.6
Hogg Pass,1998,27,23.2,33.3,34.0,32.3,13.4,0.0,0.0,0.0,0.0,0.0,10.3,23.9
Hogg Pass,1998,28,23.4,33.5,34.4,31.1,12.9,0.0,0.0,0.0,0.0,0.0,10.3,26.8
Hogg Pass,1998,29,23.3,,34.7,30.0,12.0,0.0,0.0,0.0,0.0,0.1,10.3,29.0
Hogg Pass,1998,30,23.8,,34.9,28.7,11.4,0.0,0.0,0.0,0.0,0.2,11.3,29.4
Hogg Pass,1998,31,23.8,,35.0,,10.6,,0.0,0.0,,0.2,,28.7
Hogg Pass,1999,01,29.1,41.7,62.1,68.5,64.3,47.5,3.6,0.0,0.0,0.0,0.4,2.2
Hogg Pass,1999,02,29.1,42.0,62.7,68.4,64.1,46.2,1.2,0.0,0.0,0.0,0.6,2.9
Hogg Pass,1999,03,29.2,43.3,63.0,68.2,64.2,45.0,0.4,0.0,0.0,0.0,0.5,4.6
Hogg Pass,1999,04,29.3,43.8,64.9,68.2,64.8,44.0,0.0,0.0,0.0,0.0,0.3,4.6
Hogg Pass,1999,05,29.3,44.6,65.3,68.2,64.9,42.8,0.0,0.0,0.0,0.0,0.1,4.6
Hogg Pass,1999,06,29.3,45.5,65.4,68.3,64.6,41.9,0.0,0.0,0.0,0.0,0.2,4.9
Hogg Pass,1999,07,29.4,48.1,65.6,68.0,65.1,41.2,0.0,0.0,0.0,0.0,0.0,6.5
Hogg Pass,1999,08,29.6,50.1,65.6,67.7,65.4,40.5,0.0,0.0,0.0,0.0,0.0,7.5
Hogg Pass,1999,09,29.6,50.9,66.1,68.0,65.0,40.0,0.0,0.0,0.0,0.0,0.0,7.8
Hogg Pass,1999,10,29.6,51.6,66.0,68.1,64.9,39.4,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,1999,11,29.7,52.0,65.9,68.2,64.6,39.1,0.0,0.0,0.0,0.0,0.0,8.9
Hogg Pass,1999,12,30.3,52.1,65.8,67.9,64.5,37.8,0.0,0.0,0.0,0.0,0.0,9.0
Hogg Pass,1999,13,30.6,52.1,66.2,67.7,65.0,36.2,0.0,0.0,0.0,0.0,0.0,9.9
Hogg Pass,1999,14,30.7,52.2,66.2,67.4,64.8,34.5,0.0,0.0,0.0,0.0,0.0,10.8
Hogg Pass,1999,15,33.0,52.3,66.1,67.1,64.6,32.5,0.0,0.0,0.0,0.0,0.0,11.8
Hogg Pass,1999,16,33.1,52.6,66.1,66.8,64.2,31.3,0.0,0.0,0.0,0.0,0.0,12.2
Hogg Pass,1999,17,33.8,53.9,66.3,66.6,64.1,29.8,0.0,0.0,0.0,0.0,0.0,12.2
Hogg Pass,1999,18,35.8,54.5,66.1,66.4,67.7,28.3,0.0,0.0,0.0,0.0,0.0,12.2
Hogg Pass,1999,19,36.2,56.5,66.1,66.0,66.0,26.4,0.0,0.0,0.0,0.0,0.5,12.3
Hogg Pass,1999,20,37.3,56.7,66.0,65.9,64.6,24.4,0.0,0.0,0.0,0.0,0.6,12.2
Hogg Pass,1999,21,38.9,57.2,65.9,65.6,63.2,23.2,0.0,0.0,0.0,0.0,0.9,12.1
Hogg Pass,1999,22,40.5,57.6,66.0,65.5,62.8,21.7,0.0,0.0,0.0,0.0,2.0,12.1
Hogg Pass,1999,23,42.0,59.1,65.7,65.2,61.7,19.4,0.0,0.0,0.0,0.0,2.2,12.0
Hogg Pass,1999,24,42.3,59.8,65.5,65.3,61.0,17.4,0.0,0.0,0.0,0.0,2.4,11.9
Hogg Pass,1999,25,41.7,60.0,65.3,65.0,59.2,15.9,0.0,0.0,0.0,0.0,3.0,11.9
Hogg Pass,1999,26,41.3,60.8,65.3,64.3,57.4,14.8,0.0,0.0,0.0,0.0,2.2,11.6
Hogg Pass,1999,27,41.0,61.2,66.3,63.9,55.5,13.3,0.0,0.0,0.0,0.2,1.8,11.4
Hogg Pass,1999,28,41.0,61.8,66.5,63.9,53.9,11.2,0.0,0.0,0.0,0.1,1.9,11.3
Hogg Pass,1999,29,41.8,,66.9,63.6,52.2,9.2,0.0,0.0,0.0,0.5,2.1,11.4
Hogg Pass,1999,30,41.7,,68.0,63.4,50.6,6.2,0.0,0.0,0.0,0.5,1.9,11.2
Hogg Pass,1999,31,41.7,,68.1,,48.9,,0.0,0.0,,0.4,,11.0
Hogg Pass,2000,01,11.0,31.9,40.8,45.4,34.0,11.3,0.0,0.0,0.0,0.0,0.6,4.5
Hogg Pass,2000,02,12.0,32.4,40.9,45.4,32.7,9.4,0.0,0.0,0.0,0.0,0.5,4.5
Hogg Pass,2000,03,12.8,32.4,41.0,44.7,31.8,7.2,0.0,0.0,0.0,0.0,0.3,4.5
Hogg Pass,2000,04,13.2,32.6,40.3,44.1,31.3,3.1,0.0,0.0,0.0,0.0,0.3,4.5
Hogg Pass,2000,05,14.5,32.7,40.6,43.4,31.0,1.3,0.0,0.0,0.0,0.0,0.3,4.4
Hogg Pass,2000,06,14.5,33.1,40.5,43.1,31.0,1.3,0.0,0.0,0.0,0.0,0.5,4.4
Hogg Pass,2000,07,14.7,33.2,40.5,43.2,30.6,1.2,0.0,0.0,0.0,0.0,0.6,4.5
Hogg Pass,2000,08,14.7,33.3,40.6,43.0,30.1,0.8,0.0,0.0,0.0,0.0,0.7,4.5
Hogg Pass,2000,09,15.5,33.8,41.0,42.6,29.6,0.4,0.0,0.0,0.0,0.0,1.7,4.5
Hogg Pass,2000,10,17.0,33.9,41.2,42.4,29.9,0.3,0.0,0.0,0.0,0.0,1.9,4.6
Hogg Pass,2000,11,20.1,34.1,42.0,42.1,30.9,0.1,0.0,0.0,0.0,0.0,1.8,4.6
Hogg Pass,2000,12,21.6,34.5,42.1,41.4,31.7,0.0,0.0,0.0,0.0,0.0,1.9,5.0
Hogg Pass,2000,13,23.1,35.0,42.2,41.2,31.6,0.0,0.0,0.0,0.0,0.0,2.1,5.2
Hogg Pass,2000,14,25.5,35.4,43.1,40.0,31.6,0.0,0.0,0.0,0.0,0.0,2.2,6.4
Hogg Pass,2000,15,26.6,37.0,42.6,39.9,31.0,0.0,0.0,0.0,0.0,0.0,2.1,7.8
Hogg Pass,2000,16,26.9,37.4,42.5,39.6,30.5,0.0,0.0,0.0,0.0,0.0,2.1,9.0
Hogg Pass,2000,17,27.5,37.4,43.6,39.2,29.9,0.0,0.0,0.0,0.0,0.0,2.3,9.6
Hogg Pass,2000,18,27.6,37.3,43.7,38.6,29.1,0.0,0.0,0.0,0.0,0.4,2.2,9.9
Hogg Pass,2000,19,27.8,37.3,44.7,38.0,28.3,0.0,0.0,0.0,0.0,0.4,2.2,9.9
Hogg Pass,2000,20,28.2,37.3,44.9,37.5,26.5,0.0,0.0,0.0,0.0,0.4,2.3,10.0
Hogg Pass,2000,21,28.5,37.3,44.9,36.9,24.8,0.0,0.0,0.0,0.0,0.9,2.3,10.1
Hogg Pass,2000,22,28.7,37.4,44.8,36.1,23.0,0.0,0.0,0.0,0.0,1.1,2.3,10.6
Hogg Pass,2000,23,28.9,38.3,45.3,35.7,21.3,0.0,0.0,0.0,0.0,1.2,2.3,11.8
Hogg Pass,2000,24,29.6,38.4,45.1,36.0,19.9,0.0,0.0,0.0,0.0,1.1,2.8,12.3
Hogg Pass,2000,25,30.3,38.4,45.0,36.0,18.8,0.0,0.0,0.0,0.0,1.2,2.8,12.3
Hogg Pass,2000,26,30.7,39.0,44.9,36.2,17.6,0.0,0.0,0.0,0.0,1.0,3.2,12.3
Hogg Pass,2000,27,30.9,40.2,44.8,35.6,16.1,0.0,0.0,0.0,0.0,0.7,3.4,12.3
Hogg Pass,2000,28,30.9,40.1,45.2,34.9,15.0,0.0,0.0,0.0,0.0,0.6,3.7,12.4
Hogg Pass,2000,29,31.0,40.4,45.4,35.0,13.7,0.0,0.0,0.0,0.0,0.6,3.7,12.4
Hogg Pass,2000,30,31.0,,45.5,34.5,12.6,0.0,0.0,0.0,0.0,0.7,4.4,12.4
Hogg Pass,2000,31,31.2,,45.5,,12.3,,0.0,0.0,,0.7,,12.4
Hogg Pass,2001,01,12.4,16.7,19.5,21.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,7.6
Hogg Pass,2001,02,12.4,16.7,20.0,20.7,19.2,0.0,0.0,0.0,0.0,0.0,0.0,9.3
Hogg Pass,2001,03,12.4,17.3,20.4,21.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,9.8
Hogg Pass,2001,04,12.4,17.7,20.5,21.1,18.5,0.0,0.0,0.0,0.0,0.0,0.0,10.1
Hogg Pass,2001,05,12.5,17.5,21.1,21.2,17.4,0.0,0.0,0.0,0.0,0.0,0.0,11.7
Hogg Pass,2001,06,12.5,17.6,21.2,21.4,16.7,0.0,0.0,0.0,0.0,0.0,0.0,12.6
Hogg Pass,2001,07,12.6,17.8,21.1,21.8,15.6,0.0,0.0,0.0,0.0,0.0,0.0,14.5
Hogg Pass,2001,08,12.6,17.8,21.1,22.1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,14.5
Hogg Pass,2001,09,12.6,18.0,21.7,22.3,12.9,0.0,0.0,0.0,0.0,0.0,0.0,14.7
Hogg Pass,2001,10,12.9,18.0,22.2,22.3,11.4,0.0,0.0,0.0,0.0,0.0,0.0,14.7
Hogg Pass,2001,11,13.0,18.2,22.3,23.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3
Hogg Pass,2001,12,13.3,18.3,22.4,23.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,15.6
Hogg Pass,2001,13,13.3,18.4,22.4,23.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,16.3
Hogg Pass,2001,14,13.0,18.4,22.5,23.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Hogg Pass,2001,15,13.4,18.4,22.5,24.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,19.4
Hogg Pass,2001,16,13.3,18.4,23.0,23.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,20.1
Hogg Pass,2001,17,14.1,18.4,23.1,23.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,20.4
Hogg Pass,2001,18,13.8,18.3,23.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7
Hogg Pass,2001,19,14.0,18.4,23.1,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8
Hogg Pass,2001,20,14.3,18.4,22.1,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4
Hogg Pass,2001,21,14.6,18.6,22.1,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6
Hogg Pass,2001,22,14.2,19.2,22.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5
Hogg Pass,2001,23,14.4,19.3,21.7,23.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,22.7
Hogg Pass,2001,24,15.6,19.4,21.5,22.9,0.0,0.0,0.0,0.0,0.0,0.0,2.3,22.7
Hogg Pass,2001,25,15.8,19.5,21.4,22.5,0.0,0.0,0.0,0.0,0.0,0.0,3.2,22.6
Hogg Pass,2001,26,16.0,19.6,21.4,21.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,22.6
Hogg Pass,2001,27,16.0,19.6,21.9,20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.9,22.6
Hogg Pass,2001,28,16.0,19.6,22.7,19.2,0.0,0.0,0.0,0.0,0.0,0.0,3.9,23.2
Hogg Pass,2001,29,16.0,,21.8,19.4,0.0,0.0,0.0,0.0,0.0,0.0,6.2,23.4
Hogg Pass,2001,30,16.8,,21.3,19.5,0.0,0.0,0.0,0.0,0.0,0.0,6.7,23.4
Hogg Pass,2001,31,16.7,,21.2,,0.0,,0.0,0.0,,0.0,,23.6
Hogg Pass,2002,01,23.9,38.9,43.2,53.8,44.6,23.7,0.0,0.0,0.0,0.0,0.0,1.9
Hogg Pass,2002,02,24.6,39.2,43.0,53.8,44.6,21.8,0.0,0.0,0.0,0.0,0.0,1.9
Hogg Pass,2002,03,24.5,39.3,42.9,53.7,44.3,19.9,0.0,0.0,0.0,0.0,0.0,1.8
Hogg Pass,2002,04,24.7,39.6,42.8,53.5,44.1,18.3,0.0,0.0,0.0,0.0,0.0,1.8
Hogg Pass,2002,05,24.6,39.7,42.6,53.1,43.8,16.4,0.0,0.0,0.0,0.0,0.0,1.8
Hogg Pass,2002,06,25.2,39.7,43.0,52.9,43.8,14.4,0.0,0.0,0.0,0.0,0.0,1.8
Hogg Pass,2002,07,25.0,40.4,44.6,52.7,44.0,12.9,0.0,0.0,0.0,0.0,0.1,1.8
Hogg Pass,2002,08,25.5,42.1,45.0,51.7,43.8,11.8,0.0,0.0,0.0,0.0,0.1,1.8
Hogg Pass,2002,09,24.2,42.7,45.2,50.8,43.4,11.0,0.0,0.0,0.0,0.0,0.9,1.8
Hogg Pass,2002,10,23.8,42.8,45.3,51.4,42.8,10.3,0.0,0.0,0.0,0.0,1.8,1.8
Hogg Pass,2002,11,23.7,42.8,45.9,51.7,42.2,9.0,0.0,0.0,0.0,0.0,2.5,3.1
Hogg Pass,2002,12,23.7,42.8,47.3,51.5,43.4,7.1,0.0,0.0,0.0,0.0,2.7,4.2
Hogg Pass,2002,13,24.5,42.8,48.8,51.0,43.9,4.0,0.0,0.0,0.0,0.0,1.8,4.4
Hogg Pass,2002,14,24.6,42.7,49.8,52.3,41.5,0.7,0.0,0.0,0.0,0.0,1.7,4.5
Hogg Pass,2002,15,24.7,42.7,50.3,52.5,42.0,0.0,0.0,0.0,0.0,0.0,1.5,4.1
Hogg Pass,2002,16,24.6,42.7,50.5,52.5,40.7,0.0,0.0,0.0,0.0,0.0,1.6,4.6
Hogg Pass,2002,17,25.0,42.6,51.5,52.4,39.6,0.0,0.0,0.0,0.0,0.0,1.7,4.7
Hogg Pass,2002,18,25.1,42.6,51.8,52.2,39.6,0.0,0.0,0.0,0.0,0.0,1.9,5.1
Hogg Pass,2002,19,25.3,42.6,52.3,51.7,37.2,0.0,0.0,0.0,0.0,0.0,1.9,5.5
Hogg Pass,2002,20,26.2,43.5,53.1,51.0,36.1,0.0,0.0,0.0,0.0,0.0,1.7,5.6
Hogg Pass,2002,21,29.1,43.5,53.2,50.2,35.5,0.0,0.0,0.0,0.0,0.0,1.6,6.3
Hogg Pass,2002,22,31.1,42.9,53.2,49.3,35.2,0.0,0.0,0.0,0.0,0.0,1.5,7.0
Hogg Pass,2002,23,32.6,42.6,53.2,48.4,34.9,0.0,0.0,0.0,0.0,0.0,1.4,7.2
Hogg Pass,2002,24,33.1,43.1,53.3,47.8,35.7,0.0,0.0,0.0,0.0,0.0,1.3,7.2
Hogg Pass,2002,25,34.4,43.2,53.6,47.1,34.1,0.0,0.0,0.0,0.0,0.0,1.6,7.4
Hogg Pass,2002,26,36.6,43.3,53.7,46.3,32.9,0.0,0.0,0.0,0.0,0.0,1.5,7.6
Hogg Pass,2002,27,37.6,43.3,53.8,45.9,32.2,0.0,0.0,0.0,0.0,0.0,1.6,8.7
Hogg Pass,2002,28,37.9,43.1,53.9,45.7,30.6,0.0,0.0,0.0,0.0,0.0,1.8,9.3
Hogg Pass,2002,29,37.9,,53.9,45.3,29.4,0.0,0.0,0.0,0.0,0.0,1.9,9.8
Hogg Pass,2002,30,38.0,,54.0,44.9,28.2,0.0,0.0,0.0,0.0,0.0,1.9,10.4
Hogg Pass,2002,31,38.1,,54.0,,25.8,,0.0,0.0,,0.0,,12.4
Hogg Pass,2003,01,13.0,11.5,15.3,23.7,25.0,6.5,0.0,0.0,0.0,0.0,0.0,4.2
Hogg Pass,2003,02,13.1,11.6,15.3,24.3,24.7,5.1,0.0,0.0,0.0,0.0,0.1,4.3
Hogg Pass,2003,03,13.2,11.7,15.3,24.2,24.4,3.4,0.0,0.0,0.0,0.0,0.2,4.3
Hogg Pass,2003,04,13.2,11.7,15.7,25.1,24.3,3.0,0.0,0.0,0.0,0.0,0.2,4.1
Hogg Pass,2003,05,13.0,11.7,15.6,25.3,24.6,1.0,0.0,0.0,0.0,0.0,0.2,4.5
Hogg Pass,2003,06,13.2,11.7,16.4,26.2,25.3,0.0,0.0,0.0,0.0,0.0,0.2,4.2
Hogg Pass,2003,07,13.9,11.7,18.1,26.7,25.1,0.0,0.0,0.0,0.0,0.0,0.2,4.3
Hogg Pass,2003,08,14.1,11.7,19.9,27.0,25.2,0.0,0.0,0.0,0.0,0.0,0.3,5.0
Hogg Pass,2003,09,13.9,11.6,20.5,26.6,25.1,0.0,0.0,0.0,0.0,0.0,0.3,5.0
Hogg Pass,2003,10,13.8,11.6,20.6,26.4,25.0,0.0,0.0,0.0,0.0,0.0,0.3,5.5
Hogg Pass,2003,11,13.6,11.6,20.4,25.8,24.9,0.0,0.0,0.0,0.0,0.0,0.4,5.6
Hogg Pass,2003,12,13.7,11.5,19.9,25.9,24.5,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Hogg Pass,2003,13,14.0,11.6,19.6,25.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9
Hogg Pass,2003,14,13.9,11.1,19.0,25.4,23.4,0.0,0.0,0.0,0.0,0.0,0.0,7.8
Hogg Pass,2003,15,14.0,11.6,19.4,25.5,22.4,0.0,0.0,0.0,0.0,0.0,0.0,8.6
Hogg Pass,2003,16,14.0,12.0,19.0,25.5,22.2,0.0,0.0,0.0,0.0,0.0,0.2,8.6
Hogg Pass,2003,17,14.1,12.6,19.0,25.7,22.2,0.0,0.0,0.0,0.0,0.0,1.7,9.0
Hogg Pass,2003,18,14.2,13.5,19.0,26.0,22.2,0.0,0.0,0.0,0.0,0.0,1.8,9.1
Hogg Pass,2003,19,14.2,13.8,19.4,26.1,21.9,0.0,0.0,0.0,0.0,0.0,1.4,9.1
Hogg Pass,2003,20,14.2,14.0,19.5,26.2,21.3,0.0,0.0,0.0,0.0,0.0,2.0,9.2
Hogg Pass,2003,21,14.0,14.5,19.8,25.8,20.4,0.0,0.0,0.0,0.0,0.0,2.2,9.1
Hogg Pass,2003,22,13.8,14.8,20.9,25.4,19.3,0.0,0.0,0.0,0.0,0.0,2.2,9.0
Hogg Pass,2003,23,14.0,15.1,21.0,25.1,18.1,0.0,0.0,0.0,0.0,0.0,2.2,9.1
Hogg Pass,2003,24,13.7,15.1,21.7,25.1,16.8,0.0,0.0,0.0,0.0,0.0,2.5,9.3
Hogg Pass,2003,25,13.8,15.1,21.8,25.3,15.5,0.0,0.0,0.0,0.0,0.0,3.1,9.9
Hogg Pass,2003,26,13.6,15.1,23.3,25.6,14.5,0.0,0.0,0.0,0.0,0.0,4.3,10.2
Hogg Pass,2003,27,12.8,15.1,23.8,25.9,13.3,0.0,0.0,0.0,0.0,0.0,4.9,10.3
Hogg Pass,2003,28,12.4,15.2,24.2,26.0,12.2,0.0,0.0,0.0,0.0,0.0,4.9,11.7
Hogg Pass,2003,29,12.5,,24.1,25.7,10.5,0.0,0.0,0.0,0.0,0.0,5.0,13.4
Hogg Pass,2003,30,13.0,,23.9,25.4,9.0,0.0,0.0,0.0,0.0,0.0,4.4,14.1
Hogg Pass,2003,31,11.9,,24.0,,7.9,,0.0,0.0,,0.0,,14.3
Hogg Pass,2004,01,14.8,23.2,31.2,27.8,13.5,0.0,0.0,0.0,0.0,0.0,0.4,0.7
Hogg Pass,2004,02,16.0,23.8,30.9,27.7,11.6,0.0,0.0,0.0,0.0,0.0,0.3,0.8
Hogg Pass,2004,03,16.6,24.1,31.2,27.6,9.5,0.0,0.0,0.0,0.0,0.0,0.1,0.7
Hogg Pass,2004,04,17.3,24.4,31.7,26.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Hogg Pass,2004,05,17.3,24.6,31.9,25.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Hogg Pass,2004,06,17.5,24.8,32.4,24.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hogg Pass,2004,07,18.0,25.2,32.5,23.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Hogg Pass,2004,08,18.6,25.6,32.2,23.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2
Hogg Pass,2004,09,18.6,25.7,32.1,22.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.4
Hogg Pass,2004,10,18.6,25.8,31.6,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7
Hogg Pass,2004,11,18.8,25.8,31.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
Hogg Pass,2004,12,18.8,25.9,31.2,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Hogg Pass,2004,13,18.6,26.1,30.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Hogg Pass,2004,14,18.6,26.0,30.5,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1
Hogg Pass,2004,15,18.3,26.3,30.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
Hogg Pass,2004,16,18.0,26.8,29.9,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8
Hogg Pass,2004,17,18.3,27.2,29.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7
Hogg Pass,2004,18,18.5,28.6,29.5,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Hogg Pass,2004,19,18.4,28.9,28.8,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.6
Hogg Pass,2004,20,18.7,29.3,28.7,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Hogg Pass,2004,21,18.9,29.4,28.8,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.4
Hogg Pass,2004,22,19.5,29.5,28.5,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.3
Hogg Pass,2004,23,19.2,29.3,27.9,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.4
Hogg Pass,2004,24,19.5,29.5,27.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.6
Hogg Pass,2004,25,19.8,29.7,27.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6
Hogg Pass,2004,26,20.1,29.8,27.4,19.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.7
Hogg Pass,2004,27,20.3,29.7,28.0,18.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.7
Hogg Pass,2004,28,21.0,30.2,28.3,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.7
Hogg Pass,2004,29,22.2,30.8,28.5,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0
Hogg Pass,2004,30,21.9,,28.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.2
Hogg Pass,2004,31,22.6,,27.8,,0.0,,0.0,0.0,,0.3,,4.3
Hogg Pass,2005,01,4.6,6.2,8.7,8.8,1.8,0.0,0.0,0.0,0.0,0.0,0.1,6.1
Hogg Pass,2005,02,4.7,5.9,8.7,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,7.4
Hogg Pass,2005,03,4.8,5.9,8.8,9.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.5
Hogg Pass,2005,04,4.9,6.0,8.8,9.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,8.9
Hogg Pass,2005,05,4.8,6.1,8.8,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.1,8.8
Hogg Pass,2005,06,5.0,6.3,8.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.9
Hogg Pass,2005,07,5.3,6.4,8.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.7,8.8
Hogg Pass,2005,08,5.8,6.3,8.4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,9.0
Hogg Pass,2005,09,6.2,6.2,8.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.9
Hogg Pass,2005,10,6.5,6.3,7.6,9.9,0.0,0.0,0.0,0.0,0.0,0.0,2.8,9.0
Hogg Pass,2005,11,6.6,6.4,7.2,9.9,0.0,0.0,0.0,0.0,0.0,0.0,2.6,9.0
Hogg Pass,2005,12,6.5,6.5,6.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,9.0
Hogg Pass,2005,13,6.9,6.9,6.4,10.3,0.0,0.0,0.0,0.0,0.0,0.0,3.5,9.0
Hogg Pass,2005,14,7.0,7.4,6.2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,3.8,8.9
Hogg Pass,2005,15,6.9,7.2,5.8,10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.4,8.9
Hogg Pass,2005,16,7.5,7.3,5.7,10.4,0.0,0.0,0.0,0.0,0.0,0.0,3.5,8.8
